	text	frequency	label
38852	Körste	1	Rufname
38609	Käßmacher	3	Beruf
48095	Neunobel	14	Übername
28334	Holzherr	31	Beruf
29899	Hürst	71	Wohnstätte
46970	Möllenhoff	252	Wohnstätte
78035	Zeilstra	2	Wohnstätte
15963	Faltermayer	4	Beruf
60576	Schmittbauer	5	Beruf
19332	Gelzeleuchter	2	Beruf
47916	Neubeck	254	Beruf
21235	Greichgauer	23	Herkunft
46601	Muehlpforte	2	Wohnstätte
15010	Endris	67	Rufname
42382	Lyssack	1	Übername
78345	Zijlstra	14	Wohnstätte
20551	Goetfert	1	Rufname
41009	Liepertz	33	Rufname
31126	Jenz	180	Rufname
76505	Woehlecke	4	Rufname
40644	Leszinski	111	Herkunft
47958	Neuenhausen	62	Herkunft
63628	Sievern	16	Herkunft
60699	Schneekloth	197	Übername
46446	Mornhinweg	116	Übername
17804	Friedhoff	536	Wohnstätte
47817	Nemethova	2	Herkunft
63349	Siebener	17	Beruf
3565	Baußenwein	16	Übername
42292	Lupus	19	Übername
32542	Kammerscheid	14	Herkunft
60805	Schneweis	13	Übername
38568	Käsmeyer	1	Beruf
27746	Hoelzgen	3	Wohnstätte
6268	Boneck	4	Rufname
195	Abtmeier	36	Beruf
58577	Schaefermeier	1	Beruf
64854	Springsholz	6	Übername
63249	Seyfrid	22	Rufname
53632	Puskepeleitis	2	Übername
51830	Pettke	159	Rufname
11377	Denes	69	Rufname
11589	Dettelbacher	45	Herkunft
19200	Geilert	160	Übername
40724	Leuthel	32	Rufname
75499	Wieg	117	Rufname
78829	Zäh	318	Übername
72520	van der Lake	9	Wohnstätte
52396	Pilsweger	1	Herkunft
76828	Wolleben	6	Übername
72889	von Sanden	15	Herkunft
59778	Schittkaeker	2	Beruf
21037	Grahe	49	Übername
56614	Rosenstock	277	Wohnstätte
8375	Busche	1371	Wohnstätte
14901	Elscheid	13	Herkunft
27461	Hinz	8689	Rufname
17964	Fritzner	14	Rufname
77612	Yassin	56	Rufname
20640	Goldschmid	41	Beruf
70131	Tschernjak	4	Übername
36998	Krauledat	81	Beruf
5340	Birkhoelzer	1	Wohnstätte
35929	Kohncke	1	Rufname
61381	Schuchardt	1650	Beruf
13840	Ebbers	435	Rufname
46804	Mynarik	8	Beruf
42068	Lueddemann	1	Rufname
50371	Ortolf	95	Rufname
26662	Hermens	144	Rufname
28137	Holschemacher	11	Beruf
20098	Girnth	72	Rufname
47305	Müssiggang	24	Übername
8512	Bädecker	27	Beruf
45582	Michell	16	Rufname
50988	Papavassiliou	17	Rufname
7656	Brusinski	7	Herkunft
49243	Nußpickel	43	Übername
30211	Isbrecht	161	Rufname
7962	Buckmayer	14	Beruf
8007	Budäus	34	Rufname
14951	Emmanouil	8	Rufname
11141	Deichfischer	16	Beruf
52033	Pfizemaier	1	Beruf
44667	Meeuwsen	16	Rufname
13708	Dürscheidt	29	Herkunft
30952	Jastrebski	3	Herkunft
10339	Cunradi	6	Rufname
36566	Kothmeir	8	Beruf
44452	Maximow	27	Rufname
70720	Ungeruh	1	Übername
72256	Vugrincic	3	Herkunft
63624	Sieverings	2	Rufname
57953	Saedler	28	Beruf
37767	Kubbetat	10	Rufname
16438	Ferenczi	31	Rufname
39620	Lanius	69	Beruf
18657	Gahrmann	50	Rufname
15069	Engeling	36	Rufname
59546	Schifter	35	Beruf
2503	Backs	308	Wohnstätte
23053	Gärttner	80	Beruf
74821	Wenzeck	31	Rufname
34996	Klinkerfuss	10	Übername
59858	Schlechtriemen	90	Beruf
29337	Hänzgen	5	Rufname
6579	Botterbrod	14	Übername
43684	Margerdt	12	Rufname
24796	Hartog	101	Übername
12474	Doemges	16	Rufname
63738	Simanzig	7	Rufname
41423	Lobmiller	7	Beruf
18442	Fölck	9	Rufname
66346	Stoerkel	3	Übername
77279	Wysotzki	85	Herkunft
63893	Sitzius	26	Rufname
54212	Ramold	62	Rufname
1687	Appels	30	Rufname
20866	Gotschlich	63	Rufname
62794	Seidlmayr	2	Beruf
65539	Steigele	27	Wohnstätte
52124	Pfäffgen	1	Übername
5744	Bludschuweit	3	Beruf
68992	Thorwirth	97	Beruf
41686	Lohrbacher	3	Wohnstätte
34547	Kleinbölting	42	Wohnstätte
20782	Gop	3	Rufname
17959	Fritzlen	7	Rufname
6242	Bomhauer	13	Beruf
50621	Ouzounoglou	3	Übername
58745	Schaltysik	1	Beruf
31117	Jentgens	57	Rufname
74066	Wehsolleck	1	Übername
5456	Bitzel	37	Wohnstätte
50691	Owczareck	1	Beruf
60604	Schmolinsky	25	Herkunft
23633	Habermayr	27	Beruf
71441	Vermeul	3	Wohnstätte
475	Adomadt	2	Rufname
23060	Gäßlein	33	Wohnstätte
58429	Savvopoulos	4	Rufname
16292	Feißt	181	Übername
69039	Thumshirn	44	Übername
43982	Marzinowsky	8	Herkunft
38394	Kusnierczyk	9	Beruf
4119	Benninger	198	Herkunft
10514	Cösters	15	Beruf
13636	Düfel	31	Übername
29173	Huwig	191	Rufname
30786	Jannaschke	4	Rufname
16430	Ferdinandt	1	Rufname
22685	Gubernator	92	Beruf
70824	Unterleiter	7	Wohnstätte
60278	Schlötels	10	Beruf
38685	Köhnes	8	Rufname
66790	Strohschneider	157	Beruf
69013	Thuluweit	6	Rufname
9924	Clementelli	1	Rufname
8980	Bültjes	21	Wohnstätte
30118	Inderhees	40	Wohnstätte
9677	Christopeit	43	Rufname
59190	Schenkyr	9	Beruf
44516	Mazeisig	2	Rufname
70547	Uhlwurm	3	Übername
14723	Eizenhammer	27	Herkunft
77416	Wölzlein	25	Rufname
55391	Reppschläger	4	Beruf
50671	Overmöller	10	Beruf
24856	Haselbusch	5	Wohnstätte
47717	Neigenfind	81	Übername
43271	Mainer	23	Rufname
48566	Niggebrügge	29	Wohnstätte
71970	Volmers	1	Rufname
21592	Grobstich	25	Beruf
41510	Loecke	16	Rufname
33785	Khalaf	106	Rufname
5841	Bob	98	Rufname
29664	Hördle	5	Rufname
994	Allering	1	Rufname
41072	Lilienkamp	60	Wohnstätte
2733	Baldrich	61	Rufname
45244	Mertin	816	Rufname
8870	Bößhenz	22	Rufname
31181	Jettkandt	10	Rufname
45190	Merkeli	7	Rufname
58242	Sandmüller	33	Beruf
48760	Nitzl	152	Rufname
37937	Kuenzl	2	Rufname
30855	Janson	1168	Rufname
5240	Binnebößel	34	Übername
70933	Urbaniak	424	Rufname
63299	Sibbert	69	Rufname
68645	Thevehsen	3	Rufname
50603	Ottofrickenstein	25	Wohnstätte
69123	Thüllinghoff	1	Herkunft
31994	Jöckel	641	Rufname
19125	Gehlfuß	34	Übername
28264	Holzapel	1	Übername
38667	Köglmeier	253	Beruf
64750	Spitznagel	363	Beruf
7750	Brößel	12	Rufname
29383	Häselbarth	108	Übername
12123	Dimitroff	32	Rufname
1294	Amrhen	10	Wohnstätte
63704	Silbersdorf	21	Herkunft
71092	Vahland	70	Übername
19421	Georgens	47	Rufname
61159	Schormanns	2	Wohnstätte
41392	Litwin	117	Herkunft
17747	Frickemeier	19	Beruf
25190	Hawelleck	1	Rufname
61465	Schuhnagel	8	Beruf
51383	Payonk	8	Übername
76895	Wollters	1	Rufname
53365	Prokopjuk	3	Rufname
36352	Kordges	18	Rufname
55448	Reumschuessel	1	Übername
69583	Toklu	39	Beruf
535	Aeppel	2	Rufname
44588	Meckeler	27	Beruf
78444	Zinkant	17	Beruf
66617	Stratenwerth	69	Beruf
11056	Dedecke	77	Rufname
28696	Howard	132	Rufname
33922	Kiesle	32	Übername
30410	Jacobsohn	54	Rufname
23700	Hackbeil	49	Beruf
2148	Aubell	4	Rufname
45953	Miroschnichenko	1	Beruf
26731	Herrdegen	2	Rufname
8330	Burkhard	1210	Rufname
11993	Dietrichsen	3	Rufname
77859	Zangerl	42	Übername
65283	Stauffenberger	1	Herkunft
4203	Berckenhagen	1	Wohnstätte
9575	Choynacki	9	Herkunft
27542	Hirsemann	106	Beruf
37852	Kuchenbäcker	69	Beruf
27552	Hirth	1349	Beruf
15105	Enghardt	147	Rufname
50193	Ondrich	12	Rufname
71437	Verlack	5	Wohnstätte
57231	Ruschen	24	Wohnstätte
42711	Lüderz	5	Rufname
43288	Mairinger	34	Herkunft
32214	Kaemmerlings	1	Beruf
44114	Matiszig	3	Rufname
8626	Böckenkemper	9	Wohnstätte
57541	Röschlein	96	Übername
61068	Schollkowski	1	Herkunft
13198	Duchoslav	6	Rufname
63348	Siebendritt	8	Übername
64628	Sperrhake	31	Beruf
6524	Borrys	3	Rufname
13513	Döhne	180	Rufname
33067	Kasteleiner	66	Herkunft
32972	Kaslauskas	1	Herkunft
18576	Fützenreiter	9	Wohnstätte
72150	Voshans	4	Rufname
25965	Hellbrecht	3	Rufname
5469	Biyiklioglu	12	Übername
7638	Brunnmaier	16	Beruf
62024	Schwitthal	5	Übername
377	Adamzik	45	Rufname
50250	Oppenheim	36	Herkunft
25577	Heikampf	10	Wohnstätte
52291	Pierret	8	Rufname
44442	Mavros	8	Übername
32367	Kalchbrenner	4	Beruf
31404	Johanntokrax	19	Wohnstätte
13153	Drögemueller	3	Beruf
68792	Thierolf	196	Rufname
13083	Drischberger	39	Herkunft
65478	Stegers	73	Wohnstätte
42683	Lückge	12	Rufname
8089	Buettel	1	Beruf
7959	Buckesfeld	53	Herkunft
71219	Vassilakis	10	Rufname
70215	Tummert	5	Übername
51591	Pertsch	135	Rufname
77447	Wörtz	73	Rufname
53317	Probstmeier	28	Beruf
50921	Panzenböck	12	Wohnstätte
64630	Sperschneider	149	Beruf
63969	Skrypzak	32	Beruf
62200	Schätzer	58	Beruf
1932	Arthurs	2	Rufname
45837	Milbrandt	190	Rufname
36768	Kowolik	262	Beruf
2315	Avramopoulos	7	Rufname
14456	Eifart	15	Rufname
58081	Salewska	9	Herkunft
19957	Giernus	1	Beruf
11336	Demmelmaier	59	Beruf
36316	Koppelwiser	2	Wohnstätte
827	Alberti	617	Rufname
485	Adomowski	3	Herkunft
34784	Kleske	18	Rufname
25175	Havighorst	47	Wohnstätte
8825	Bösmann	27	Übername
10302	Crucius	32	Wohnstätte
51573	Pernd	1	Rufname
15156	Enskat	128	Rufname
14169	Eggerstorfer	61	Herkunft
50280	Ordelt	20	Rufname
13825	de la Porte	15	Wohnstätte
26408	Hentzschel	403	Rufname
61748	Schwarzhans	12	Rufname
71536	Viehweg	273	Wohnstätte
47137	Mühlenschulte	23	Beruf
65643	Steingaesser	2	Wohnstätte
53886	Quintin	8	Rufname
78992	Österhellweg	1	Wohnstätte
6083	Bogenschuetz	1	Beruf
62065	Schwärzler	157	Beruf
19888	Giannakopoulou	5	Rufname
14425	Eickemeier	73	Beruf
68017	Tausendfreundt	2	Übername
50613	Oude	1	Übername
65907	Steph	6	Rufname
71950	Vollmers	318	Rufname
61999	Schwinghammer	417	Beruf
65531	Steidten	67	Herkunft
76872	Wollny	1484	Übername
19598	Germanns	1	Rufname
51963	Pfeifer	8573	Beruf
23788	Haefcke	8	Beruf
12736	Domogala	26	Übername
58990	Schefzik	24	Beruf
4850	Bialaß	7	Übername
66454	Stoltze	158	Übername
12615	Dollenmayer	10	Beruf
76115	Wintergerst	226	Beruf
3061	Barkenmeyer	1	Beruf
21827	Gross-Ophoff	2	Wohnstätte
1197	Amann	3823	Beruf
27958	Hofstadt	111	Beruf
457	Adlmeier	2	Beruf
17142	Foehre	4	Wohnstätte
55735	Riegert	291	Rufname
34875	Klimczyk	20	Rufname
50597	Ottmeier	1	Beruf
36193	Konstantopoulou	3	Rufname
76796	Wolfshohl	37	Wohnstätte
47239	Mülleck	6	Wohnstätte
59962	Schlenbecker	1	Beruf
76346	Wittka	116	Rufname
78415	Zimonczyk	14	Rufname
65863	Stengeli	8	Übername
38096	Kunath	1648	Rufname
68026	Tautrich	4	Rufname
68488	Thanos	33	Rufname
75342	Widdeking	1	Rufname
13035	Drewes	2036	Rufname
11837	Dienhard	10	Rufname
16534	Feuchte	41	Wohnstätte
12814	Dornbluth	1	Wohnstätte
22498	Grünebohm	13	Wohnstätte
17189	Folbrecht	2	Rufname
26634	Herman	181	Rufname
50633	Overbeke	1	Wohnstätte
4418	Berkmeyer	1	Beruf
16207	Feichtmeier	106	Beruf
39745	Laurentsen	3	Rufname
63225	Seydelmann	9	Rufname
55428	Retzmann	207	Rufname
67487	Symizeck	1	Rufname
43609	Marciniec	11	Rufname
37083	Kraußkopf	3	Übername
3965	Belousova	10	Übername
71640	Vitek	76	Rufname
71129	Vallendar	61	Herkunft
15280	Erdl	67	Rufname
14765	Ekschmitt	2	Beruf
15824	Faatz	226	Rufname
37411	Krister	22	Rufname
4539	Bernstorf	52	Herkunft
77258	Wybraniec	16	Beruf
6229	Boltres	40	Rufname
63979	Skrzipzyk	1	Beruf
56706	Rotfuß	67	Übername
52037	Pfizenreuter	1	Wohnstätte
40684	Leukert	245	Rufname
14516	Eilertz	7	Rufname
60990	Schoenhalz	1	Übername
77298	Wähler	139	Rufname
54298	Raschauer	9	Herkunft
73569	Wannieck	2	Rufname
11880	Dierks	1526	Rufname
43631	Marckmiller	2	Beruf
31531	Jonischheit	1	Rufname
66634	Stratmann	3016	Wohnstätte
38781	Köntop	1	Herkunft
26071	Helmly	6	Rufname
12524	Doersam	7	Herkunft
62229	Schöckl	2	Übername
30134	Intveen	96	Wohnstätte
74877	Wern	229	Rufname
40093	Lehnort	29	Rufname
56769	Rothmeier	359	Beruf
52493	Pittel	50	Beruf
31475	Jonass	3	Rufname
61160	Schormayer	6	Beruf
12259	Dischler	82	Beruf
74907	Wernle	7	Rufname
22405	Gröneveld	10	Wohnstätte
52880	Pompejus	42	Rufname
66937	Stuemper	2	Übername
59836	Schlamb	6	Übername
66782	Strohmeier	1069	Beruf
18947	Gaumert	58	Beruf
34685	Kleinknecht	369	Beruf
60822	Schniederjans	2	Rufname
51249	Paulutt	6	Rufname
30636	Jakumait	2	Rufname
43862	Martens	7422	Rufname
36105	Kondrus	2	Rufname
47876	Netbal	3	Übername
14650	Eisenried	41	Herkunft
57677	Rübsame	4	Beruf
26990	Hevike	5	Beruf
65335	Steckenbiller	30	Herkunft
9310	Catherey	14	Rufname
14227	Ehleiter	82	Rufname
3013	Bardolf	19	Rufname
59843	Schlawinski	8	Herkunft
51029	Paragnik	11	Beruf
40662	Leuchtweiss	1	Übername
2212	Augustiniak	45	Rufname
2173	Auerhahn	22	Übername
55139	Reithmayer	95	Beruf
7491	Bruckmeier	366	Beruf
68797	Thies	3397	Rufname
45301	Messina	288	Herkunft
49018	Nottbusch	38	Wohnstätte
26315	Hennjes	7	Rufname
32404	Kalkner	7	Beruf
49112	Nowik	37	Übername
77965	Zehentmeier	73	Beruf
76638	Woitich	5	Rufname
54713	Rehfuß	84	Übername
7072	Breschinski	10	Herkunft
31999	Jöhnk	456	Rufname
17226	Folmann	8	Rufname
65107	Stanislaw	48	Rufname
73953	Wegezeder	10	Herkunft
76010	Wilzeck	35	Übername
14868	Elliott	76	Rufname
19846	Gezer	169	Übername
46989	Mölzer	18	Beruf
43382	Maksimovich	3	Rufname
53295	Prinze	7	Übername
78187	Zervakis	4	Übername
16911	Fitus	2	Rufname
11318	Demirkesen	11	Beruf
16177	Feher	164	Übername
55203	Reken	16	Rufname
28485	Hopfemüller	1	Beruf
6248	Bonardel	2	Rufname
37721	Kschammer	10	Beruf
7475	Bruchmueller	1	Beruf
33144	Katschmarek	38	Beruf
64045	Slotos	8	Beruf
29861	Hünerfuß	1	Übername
63336	Siebcke	9	Rufname
49751	Oechsler	302	Beruf
17194	Folge	48	Rufname
44986	Meliß	52	Rufname
68154	Telgenbüscher	41	Wohnstätte
45573	Michelhans	19	Rufname
24654	Harcke	18	Rufname
597	Ahlgrimm	348	Rufname
57018	Ruebecamp	1	Wohnstätte
44675	Megerl	1	Übername
48601	Nikerl	1	Rufname
58730	Schallmaier	22	Beruf
13373	Dutscho	10	Herkunft
20593	Goeßner	1	Wohnstätte
63718	Silvestro	20	Rufname
52610	Plump	152	Übername
23180	Göltenboth	53	Beruf
72769	von Kramer	10	Beruf
13468	Dähnert	180	Rufname
55933	Rippolz	15	Rufname
45374	Meussgeyer	1	Übername
72793	von Loewenthal	1	Herkunft
52584	Ploogmaker	1	Beruf
45662	Middeweg	14	Wohnstätte
47485	Nastaly	25	Übername
2799	Balog	213	Übername
25129	Hauptstock	30	Beruf
60705	Schneevogt	34	Beruf
10548	Daemen	43	Rufname
13762	de Groodt	4	Übername
35309	Klünspies	8	Übername
52852	Polyakovics	3	Herkunft
49314	Nölleke	55	Rufname
31653	Judenmann	30	Rufname
33048	Kassebom	6	Wohnstätte
23637	Habermüller	18	Beruf
7879	Buchali	32	Übername
17558	Freidhöfer	38	Wohnstätte
27761	Hoenisch	29	Rufname
26333	Henrichsen	30	Rufname
19848	Gezginci	27	Übername
16063	Faudt	16	Beruf
30705	Janczik	55	Rufname
15745	Ewoldt	22	Rufname
73532	Waniczek	22	Rufname
14378	Eichenwaldt	3	Wohnstätte
77195	Wulkopf	34	Übername
6906	Bredefeldt	14	Wohnstätte
22022	Große-Frintrop	18	Wohnstätte
46046	Mitterbauer	93	Beruf
31253	Jobski	70	Rufname
24979	Hasselkus	28	Herkunft
70132	Tschernjakow	3	Übername
16304	Felbermaier	19	Beruf
58360	Satorius	76	Beruf
9598	Christein	32	Rufname
64217	Soika	448	Übername
69894	Triantafillidis	66	Rufname
2394	Ayverdi	11	Rufname
62962	Semertzidis	20	Beruf
50651	Overholt	1	Wohnstätte
32715	Kappeßer	2	Beruf
47434	Napoli	95	Herkunft
76268	Witka	70	Rufname
62641	Seebode	169	Rufname
61238	Schrecklinger	37	Herkunft
42445	Löben	13	Herkunft
18694	Gajdosova	3	Beruf
73303	Waldheim	228	Herkunft
938	Alfers	141	Rufname
38904	Köttelwesch	7	Beruf
4300	Bergius	24	Wohnstätte
43779	Markstahler	58	Beruf
64085	Smock	26	Übername
61075	Schollmeyer	390	Beruf
9050	Bürkler	13	Rufname
75090	Westmeyer	58	Beruf
50419	Ossenbrüggen	92	Herkunft
65424	Stefanowitsch	12	Rufname
48612	Niklasson	7	Rufname
26010	Hellming	4	Rufname
41906	Loukas	23	Rufname
420	Ademeit	23	Rufname
69538	Toennesen	1	Rufname
72926	von Stockhausen	43	Herkunft
74989	Wesseloh	118	Herkunft
66125	Stienke	17	Rufname
20088	Girhartz	2	Rufname
75390	Wiebert	1	Rufname
11472	Depp	23	Rufname
52167	Philippen	238	Rufname
36103	Kondrotas	2	Rufname
48248	Nicles	2	Rufname
63891	Sitzen	18	Rufname
18796	Gansweith	5	Wohnstätte
32029	Jörrens	32	Rufname
37766	Kubbat	25	Rufname
10407	Czarny	60	Übername
132	Abramait	3	Rufname
32199	Kaeckmeister	1	Beruf
52176	Philipps	1224	Rufname
36629	Koutsos	4	Übername
3994	Benbrahim	10	Rufname
67500	Syndram	1	Rufname
53023	Povileit	1	Rufname
61490	Schuldeis	89	Beruf
4632	Berwardt	9	Rufname
38328	Kuru	161	Übername
10315	Crüger	56	Beruf
7193	Brobail	2	Beruf
25793	Heinrizi	6	Rufname
52101	Pforth	11	Wohnstätte
49351	Nückles	49	Rufname
25079	Haueis	133	Beruf
67782	Sülzbrück	20	Herkunft
61918	Schwepe	19	Beruf
1090	Altenschmidt	97	Beruf
38037	Kuhrdt	7	Rufname
50081	Olenburger	30	Herkunft
78536	Zitzlsberger	33	Herkunft
63730	Simaneck	1	Rufname
67129	Stöcklmeyer	2	Beruf
26446	Heppenstiel	40	Beruf
14485	Eijkenboom	3	Wohnstätte
49606	Oberneder	167	Wohnstätte
69766	Toschke	49	Rufname
11559	Dethlef	1	Rufname
75305	Wichtner	19	Übername
50878	Pannebacker	3	Beruf
59307	Scheuchengraber	3	Übername
44858	Meinhartz	3	Rufname
64505	Spannhacke	11	Beruf
57709	Rückwardt	122	Rufname
41442	Lochmüller	178	Beruf
33452	Keilpart	1	Rufname
38250	Kurdt	3	Rufname
26624	Herlet	31	Rufname
46235	Mohler	157	Beruf
14842	Ellebrecht	73	Rufname
23726	Hadamczyk	8	Rufname
61818	Schweigstill	17	Übername
58573	Schaedtler	2	Beruf
58483	Schaafmeister	1	Beruf
496	Adriaans	33	Rufname
34386	Klassohn	4	Rufname
42319	Lutjens	1	Rufname
52951	Pospischill	8	Übername
58255	Sandtfoss	1	Übername
2688	Balcarik	1	Rufname
50912	Pantermöller	28	Beruf
35035	Klockenkämper	37	Wohnstätte
46993	Mönchmeier	13	Beruf
29258	Hämmerle	816	Beruf
45755	Mikolajczack	5	Rufname
56980	Rudl	89	Rufname
45703	Miguel	38	Rufname
69325	Tilling	33	Rufname
19002	Gebald	3	Rufname
45311	Mestermann	64	Beruf
3782	Behrbaum	2	Wohnstätte
77041	Woweris	1	Übername
70914	Urbaincyk	1	Rufname
65484	Stegh	81	Wohnstätte
41497	Loeben	44	Herkunft
49253	Nylaender	1	Wohnstätte
72344	Völp	106	Rufname
63085	Senpf	3	Beruf
77096	Wrbitzky	5	Herkunft
4016	Bendigs	8	Rufname
10474	Czieslick	28	Beruf
3705	Bednorsch	2	Beruf
2728	Baldischwiler	20	Herkunft
5204	Bimböse	10	Übername
78953	Öljeschläger	3	Beruf
2072	Assfalg	165	Beruf
26238	Henkelüdeke	17	Rufname
60678	Schnarre	80	Übername
44023	Matauschek	40	Rufname
53812	Quackernack	2	Wohnstätte
19680	Gerritz	41	Rufname
31037	Jefferson	25	Rufname
44169	Matthes	4421	Rufname
10616	Dahmlos	23	Herkunft
26089	Helmstädter	111	Herkunft
19672	Gerriets	132	Rufname
29290	Hännel	2	Rufname
14325	Ehwaldt	3	Rufname
67028	Styrzbecher	2	Übername
41024	Liesak	1	Übername
6350	Bonsack	167	Beruf
55529	Rheinlaender	10	Herkunft
61624	Schwaerzer	2	Beruf
17791	Friederichs	518	Rufname
71941	Vollmary	9	Rufname
76522	Woellmer	2	Rufname
16246	Feilert	12	Beruf
30376	Jacklbauer	11	Beruf
28863	Huehnerbach	1	Wohnstätte
54664	Regenhart	4	Rufname
10924	Daschner	485	Beruf
15120	Englram	54	Rufname
66048	Stichling	296	Übername
17790	Friederich	720	Rufname
25953	Helfrich	1366	Rufname
71517	Vidler	2	Beruf
10473	Czieslack	2	Beruf
33692	Kestl	15	Beruf
61581	Schurigt	23	Beruf
18978	Gawollek	40	Rufname
34616	Kleinehans	1	Rufname
11021	Deboldt	1	Rufname
10928	Daskalakis	29	Beruf
16740	Filipetz	5	Rufname
63404	Sieboldt	27	Rufname
1878	Arnoldo	8	Rufname
68813	Thiess	420	Rufname
77461	Wübbe	136	Rufname
56935	Ruckelshausen	79	Herkunft
59391	Schickora	2	Übername
31351	Johannemann	47	Rufname
1456	Angenvoorth	8	Wohnstätte
7718	Bröckert	10	Wohnstätte
6452	Borissov	23	Rufname
40673	Leuffert	26	Rufname
37304	Kreutzkamm	8	Wohnstätte
37446	Kroeger	288	Beruf
25701	Heinek	15	Rufname
1510	Anklamm	8	Herkunft
22609	Grüttemann	6	Beruf
51405	Pechtel	52	Rufname
642	Ahrendtz	2	Rufname
25042	Hatzipanagiotou	4	Rufname
47082	Mühleder	9	Wohnstätte
10921	Dascher	38	Beruf
71841	Vojtech	33	Rufname
37951	Kuestermann	6	Beruf
16373	Fender	318	Beruf
25636	Heimel	138	Rufname
69509	Todam	6	Wohnstätte
67138	Stöffelbauer	2	Beruf
8636	Böddeker	395	Beruf
7256	Broden	35	Rufname
78401	Zimmermann	42872	Beruf
29633	Höpfler	67	Beruf
20714	Gondrum	15	Rufname
2693	Balcerek	41	Rufname
26498	Herbold	833	Rufname
29208	Hädtke	5	Rufname
71798	Vogth	1	Beruf
31851	Jungschmidt	3	Beruf
4331	Bergschneider	138	Beruf
22236	Gruijters	1	Beruf
57658	Rübesam	82	Beruf
4962	Biedenkapp	145	Herkunft
36539	Kosziolek	4	Übername
63732	Simang	12	Rufname
10678	Dambrowski	103	Herkunft
64528	Sparnicht	4	Übername
42480	Löff	2	Rufname
11981	Dietmannsberger	24	Herkunft
39263	Lafflör	3	Übername
34484	Kleespies	156	Übername
72783	von Leszczynski	7	Herkunft
10989	Davisson	3	Rufname
70670	Umstädter	62	Herkunft
58234	Sandmair	39	Beruf
70175	Tsompanidou	4	Beruf
70037	Trumpeit	1	Übername
57045	Rueff	83	Rufname
72583	von Bargen	347	Herkunft
22548	Grünheit	120	Wohnstätte
47808	Nemcek	4	Herkunft
31539	Joniszus	8	Rufname
67557	Szedzielorz	7	Beruf
58119	Salzenbrodt	4	Übername
38001	Kuhlenkordt	1	Rufname
52886	Pongs	134	Herkunft
65835	Steltzner	23	Übername
73202	Waibert	13	Rufname
11372	Denckmann	9	Rufname
51280	Pavlidou	34	Rufname
16035	Fasslabend	2	Übername
48837	Noethlichs	26	Übername
78005	Zeidle	1	Beruf
11217	Delhofen	5	Herkunft
12146	Dinckel	2	Beruf
26780	Hertgen	9	Rufname
19433	Georgieva	63	Rufname
51596	Pertzel	27	Rufname
3426	Bauchle	3	Übername
2961	Barankiewicz	2	Übername
17919	Frisorger	36	Übername
45651	Middelschulte	17	Beruf
64874	Sprungmann	80	Wohnstätte
17855	Friesenhagen	32	Herkunft
57676	Rübsam	397	Beruf
76801	Wolfsteiner	247	Herkunft
68418	Textoris	38	Beruf
27236	Hilleken	3	Rufname
43212	Mahmutovic	66	Rufname
34234	Kisters	380	Beruf
52154	Philipeit	23	Rufname
21452	Grießemer	10	Herkunft
14238	Ehlscheid	75	Herkunft
3653	Beckers	2316	Beruf
36527	Kostakis	12	Rufname
26165	Hena	10	Rufname
32553	Kamnitz	12	Herkunft
34686	Kleinkopf	24	Übername
65587	Steinbergs	14	Herkunft
57099	Ruggerini	1	Rufname
13886	Eberharth	2	Rufname
16526	Fettkötter	9	Beruf
27737	Hoeller	41	Wohnstätte
30170	Irmscher	850	Rufname
11555	Dether	27	Rufname
23911	Haeßl	5	Wohnstätte
13973	Eckartsberg	28	Herkunft
22806	Gunderam	4	Rufname
73826	Weber	86061	Beruf
71620	Vinzens	93	Rufname
27224	Hillbrandt	22	Rufname
987	Allebrandt	2	Rufname
10595	Dahlhues	46	Herkunft
54616	Redinger	136	Herkunft
14878	Elma	41	Beruf
18551	Fürstberger	63	Herkunft
61114	Schomacker	288	Beruf
28338	Holzhey	171	Beruf
40637	Leszcynski	11	Herkunft
73553	Wannags	74	Übername
71689	Vnuk	5	Übername
6039	Boesveld	12	Wohnstätte
36089	Kommerscheid	1	Herkunft
74387	Weinsteiger	36	Wohnstätte
24342	Hamming	2	Rufname
20928	Gotwalt	2	Rufname
49237	Nußhardt	24	Wohnstätte
73191	Wahnschaffe	119	Übername
34135	Kirchoff	31	Wohnstätte
22391	Grönebohm	1	Wohnstätte
48174	Neßelberger	1	Wohnstätte
63991	Skrzypzak	7	Beruf
440	Adjei	67	Rufname
38377	Kushnir	26	Beruf
26169	Henckell	28	Rufname
24101	Haintze	4	Rufname
70261	Tydecks	76	Rufname
61695	Schwanthaler	11	Herkunft
30201	Isaksen	5	Rufname
34298	Klabisch	51	Rufname
74817	Wentzlick	3	Rufname
5165	Billek	43	Übername
75361	Widerspan	55	Übername
17167	Foglar	8	Beruf
46770	Muszka	5	Übername
62437	Schühsler	4	Beruf
24181	Halfmann	680	Übername
25428	Heesel	32	Wohnstätte
76308	Wittemeyer	14	Beruf
28435	Homscheidt	15	Herkunft
31889	Jurgel	7	Rufname
45974	Mispelbaum	29	Wohnstätte
46578	Muehlenbrock	4	Wohnstätte
57194	Runnebohm	25	Wohnstätte
77661	Yetim	41	Übername
69654	Tombuelt	1	Wohnstätte
27509	Hirschbiel	30	Wohnstätte
28900	Hueter	25	Beruf
36951	Kranigk	4	Wohnstätte
29929	Hüttenrauch	327	Beruf
28315	Holzgräwe	1	Beruf
